source_file,page_number,table_number,row_number,extraction_method,extraction_date,"R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/202313:33
Municipalidad de Del 01/04/2022 al 30/06/2022
Ejercicio 2022
Carmen de Areco
:",col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,"R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/202312:04
Municipalidad de Del 01/01/2022 al 31/03/2022
Ejercicio 2022
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
20/09/202309:59
Municipalidad de Del 01/10/2022 al 31/12/2022
Ejercicio 2022
Carmen de Areco
:",Evolución de los Recursos,Vigente,Devengado,Percibido,Cuenta Ahorro Inversión Financiamiento,Importe,Evolución de Gastos por Objeto,Preventivo,Compromiso,Pagado,Evolución de Gastos por Programa,Movimientos de Tesorería,Estado de Situación Patrimonial,Saldo,Evolución de las principales metas de programas,"Programado
en el ańo","Programado
Ene-Jun 2025","Ejecutado
Ene-Jun 2025",Diferencia,"Programado
Ene-Mar 2025","Ejecutado
Ene-Mar 2025",SERVICIOS PÚBLICOS,ENE,FEB.,MAR.,ABR.,MAY.,JUN.,JUL.,AGO.,SEP.,OCT.,NOV.,DIC.,TOTAL,"1
14",20,"13
13","8
13","10
70","3
23","12
3","4
18","12
4","5
13",13,32,col_0,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,"R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
18/09/202320:31
Municipalidad de Del 02/01/2023 al 30/06/2023
Ejercicio 2023
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
11/10/2023 08:56
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/07/2023 al 30/09/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 2 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
11/10/2023 08:56
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/07/2023 al 30/09/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 3 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
11/10/2023 08:56
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/07/2023 al 30/09/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 4 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
11/10/2023 08:56
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/07/2023 al 30/09/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 5 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
11/10/2023 08:56
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/07/2023 al 30/09/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/202310:06
Municipalidad de Del 02/01/2023 al 31/03/2023
Ejercicio 2023
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
23/04/202409:37
Municipalidad de Del 01/10/2023 al 31/12/2023
Ejercicio 2023
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
11/10/202308:53
Municipalidad de Del 01/07/2023 al 30/09/2023
Ejercicio 2023
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/2023 10:09
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2023 al 31/03/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 2 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/2023 10:09
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2023 al 31/03/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 3 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/2023 10:09
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2023 al 31/03/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 4 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/2023 10:09
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2023 al 31/03/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 5 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
19/09/2023 10:09
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2023 al 31/03/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 1 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
23/04/2024 09:59
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/10/2023 al 31/12/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 2 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
23/04/2024 09:59
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/10/2023 al 31/12/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 3 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
23/04/2024 09:59
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/10/2023 al 31/12/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 4 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
23/04/2024 09:59
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/10/2023 al 31/12/2023 Ejercicio 2023
:","R.A.F.A.M. Hoja: 5 de 5
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
23/04/2024 09:59
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 01/10/2023 al 31/12/2023 Ejercicio 2023
:","Programado
Ene-Jun 2023","Ejecutado
Ene-Jun 2023","Programado
Ene-Mar 2023","Ejecutado
Ene-Mar 2023","Programado
Jul-Sep 2023","Ejecutado
Jul-Sep 2023","Programado
Oct-Dic 2023","Ejecutado
Oct-Dic 2023",Rubro - Descripción,Recursos,Gastos,"Dif. entre
Rec.Percibidos
y Gastos
Pagados( * )","R.A.F.A.M. Hoja: 1 de 2
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
10/07/2025 10:32
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2025 al 30/06/2025 Ejercicio 2025
:","R.A.F.A.M. Hoja: 2 de 2
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
10/07/2025 10:32
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2025 al 30/06/2025 Ejercicio 2025
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
26/08/202412:55
Municipalidad de Del 02/01/2024 al 31/03/2024
Ejercicio 2024
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
27/02/202513:37
Municipalidad de Del 02/01/2024 al 31/12/2024
Ejercicio 2024
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 3
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
27/02/2025 14:03
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2024 al 31/12/2024 Ejercicio 2024
:","R.A.F.A.M. Hoja: 2 de 3
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
27/02/2025 14:03
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2024 al 31/12/2024 Ejercicio 2024
:","R.A.F.A.M. Hoja: 3 de 3
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
27/02/2025 14:03
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2024 al 31/12/2024 Ejercicio 2024
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
08/10/202410:56
Municipalidad de Del 02/01/2024 al 30/09/2024
Ejercicio 2024
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 2
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
26/04/2025 13:13
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2025 al 31/03/2025 Ejercicio 2025
:","R.A.F.A.M. Hoja: 2 de 2
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
26/04/2025 13:13
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2025 al 31/03/2025 Ejercicio 2025
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
10/07/202510:33
Municipalidad de Del 02/01/2025 al 30/06/2025
Ejercicio 2025
Carmen de Areco
:","Programado
Ene-Jun 2024","Ejecutado
Ene-Jun 2024",Resultado Artículo 44,"Programado
Ene-Sep 2024","Ejecutado
Ene-Sep 2024","Programado
Ene-Dic 2024","Ejecutado
Ene-Dic 2024","Programado
Ene-Mar 2024","Ejecutado
Ene-Mar 2024","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
26/04/202513:05
Municipalidad de Del 02/01/2025 al 31/03/2025
Ejercicio 2025
Carmen de Areco
:","R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
20/09/202308:41
Municipalidad de Del 01/07/2022 al 30/09/2022
Ejercicio 2022
Carmen de Areco
:","Programado
Oct-Dic 2022","Ejecutado
Oct-Dic 2022","Programado
Jul-Sep 2022","Ejecutado
Jul-Sep 2022","Programado
Ene-Mar 2022","Ejecutado
Ene-Mar 2022","Programado
Abr-Jun 2022","Ejecutado
Abr-Jun 2022"
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1_338d773b.pdf,1,1,1,pdfplumber,2025-09-27T17:03:13.055552,Fuente de Financiamiento,"Crédito
Aprobado","Modifica
ciones","Crédito
Vigente",Preventivo,Compromiso,Devengado,Pagado,"Crédito
Disponible","Crédito Vig.
- Devengado","Devengado
no pagado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,1,1,1,pdfplumber,2025-09-27T17:03:13.284388,,"Crédito
Aprobado","Modifica
ciones","Crédito
Vigente",Preventivo,Compromiso,Devengado,Pagado,"Crédito
Disponible","Crédito Vig.
- Devengado","Devengado
no pagado",Fuente de Financiamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.pdf,1,1,1,pdfplumber,2025-09-27T17:03:13.366330,,"Crédito
Aprobado","Modifica
ciones","Crédito
Vigente",Preventivo,Compromiso,Devengado,Pagado,"Crédito
Disponible","Crédito Vig.
- Devengado","Devengado
no pagado",,Fuente de Financiamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Situacion-Economico-Financiera-Junio.pdf,1,1,1,pdfplumber,2025-09-27T17:03:13.636330,,,,,,,,,,,,,,"1. Presupuestarios
Ingresos corrientes
Recursos de capital
Fuentes Financieras
Total
De libre disponibilidad
Afectados
Total
2. Extrapresupuestarios","9.473.537.420,46
351.911.590,38
248.570.888,33
10.074.019.899,17
7.584.239.893,00
2.489.780.006,17
10.074.019.899,17","5.229.287.829,57
355.490.629,94
5.584.778.459,51
4.338.133.874,41
1.246.644.585,10
5.584.778.459,51","4.273.950.508,84
355.490.629,94
0,00
4.629.441.138,78
3.382.796.553,68
1.246.644.585,10
4.629.441.138,78
390.399.116,81","I. INGRESOS CORRIENTES
II. GASTOS CORRIENTES
III. AHORRO CORRIENTE: (I - II)
IV. RECURSOS DE CAPITAL
V. GASTOS DE CAPITAL
VI. INGRESOS TOTALES
VII. GASTOS TOTALES
VIII. RESULTADO FINANCIERO (VI - VII)
IX. FUENTES FINANCIERAS
X. APLICACIONES FINANCIERAS","4.273.950.508,84
3.991.818.444,00
282.132.064,84
355.490.629,94
495.256.923,58
4.629.441.138,78
4.487.075.367,58
142.365.771,20
109.799.496,53
252.165.267,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Situacion-Economico-Financiera-Junio.pdf,1,2,1,pdfplumber,2025-09-27T17:03:13.636358,,,,,,,,,,,,,,,"4.758.346.992,05
1.941.066.910,74
1.618.654.436,44
1.015.617.574,13
593.173.584,66
725.892,15
146.434.509,00
10.074.019.899,17","2.403.544.148,30
630.540.893,43
843.756.755,26
462.836.187,47
129.218.520,00
16.544.652,11
99.845.755,92
4.586.286.912,49
324.403.427,81",,,,"1. Presupuestarios
Gastos en personal
Bienes de consumo
Servicios no personales
Bienes de uso
Transferencias
Activos financieros
Servicio de la deuda y disminución de otros pasivos
Total
2. Extrapresupuestarios","0,00
228.942.130,43
154.208.354,15
14.107.336,24
1.738.144,00
0,00
0,00
398.995.964,82","2.403.544.148,30
644.022.229,43
898.214.203,58
462.836.187,47
141.177.231,90
16.544.652,11
99.845.755,92
4.666.184.408,71","2.403.544.148,30
543.442.088,43
822.832.603,73
461.717.887,47
128.560.280,00
16.544.652,11
99.845.755,92
4.476.487.415,96
309.943.684,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Situacion-Economico-Financiera-Junio.pdf,1,3,1,pdfplumber,2025-09-27T17:03:13.636373,,,,,,,,,,,,,,,"90.949.519,47
86.579.066,60
77.832.428,63
93.086.012,08
54.818.177,51
662.493.911,66
142.841.678,30
15.887.476,69
158.907.661,13
504.061.042,00
169.371.483,13
776.518.727,19
83.141.873,48
286.219.489,04
76.366.974,65
a 616.279.850,80
46.023.472,96
112.782.661,61
169.161.189,22
56.120.004,61
185.603.360,68
247.023.800,00
iental 96.000.000,00
487.302.687,94
769.396.196,83
1.983.203.832,01
170.293.127,32
1.482.534.530,52
146.422.111,54
9.847.222.347,60
226.797.551,57
226.797.551,57","20.591.152,23
40.714.659,42
42.264.719,28
40.190.097,24
18.712.070,99
122.646.870,54
65.566.478,92
2.103.302,10
67.951.738,30
270.353.403,60
76.749.528,95
313.040.686,13
21.735.558,82
124.197.969,14
25.296.046,58
251.268.186,97
11.267.324,43
34.007.940,51
47.652.285,07
23.435.991,57
46.824.608,44
0,00
0,00
306.512.674,46
385.005.765,19
1.149.773.688,19
73.402.092,26
815.340.099,90
99.011.544,91
4.495.616.484,14
90.670.428,35
90.670.428,35",,,,,"0,00
0,00
0,00
0,00
19.140,00
20.755.347,00
1.378.444,00
0,00
2.906.670,00
11.792.233,76
3.641.365,79
16.550.507,42
3.680.503,84
7.041.715,66
135.699,00
13.218.753,93
0,00
0,00
2.055.899,09
387.200,00
1.045.201,00
0,00
0,00
38.455.983,62
9.667.033,73
234.779.076,87
8.278.482,00
23.206.708,11
0,00
398.995.964,82
0,00
0,00","20.591.152,23
40.714.659,42
46.279.719,28
40.190.097,24
18.712.070,99
122.646.870,54
65.566.478,92
14.022.014,00
67.951.738,30
270.353.403,60
81.289.528,95
313.040.686,13
22.935.558,82
125.068.569,14
25.296.046,58
252.366.986,97
11.267.324,43
35.547.940,51
47.652.285,07
23.435.991,57
49.384.608,44
0,00
0,00
306.512.674,46
386.264.165,21
1.195.654.191,49
73.402.092,26
820.355.580,90
99.011.544,91
4.575.513.980,36
90.670.428,35
90.670.428,35","20.591.152,23
40.714.659,42
42.264.719,28
40.190.097,24
18.712.070,99
122.646.870,54
65.566.478,92
2.103.302,10
66.482.307,05
262.555.660,22
73.236.552,63
281.978.524,67
21.241.343,82
117.452.685,14
25.296.046,58
238.372.398,50
11.202.324,43
34.007.940,51
46.340.104,07
23.318.091,57
45.711.234,42
0,00
0,00
304.090.346,08
381.685.028,46
1.125.271.014,43
73.402.092,26
802.372.397,14
99.011.544,91
4.385.816.987,61
90.670.428,35
90.670.428,35","Departamento Ejecutivo
1110101000 - 16 Juzgado de Faltas
1110101000 - 17 Direccion de Legales y Tecnica
1110101000 - 18 Direccion de Comunicacion
1110103000 - 16 Direccion de Relaciones de Trabajo
1110103000 - 17 Sistemas y Modernizacion del Estado
1110103000 - 18 Fondo Educativo
1110103000 - 19 Direccion de Ingresos Públicos
1110103000 - 20 PEED Infraestructura Escolar
1110114000 - 16 Direccion de Bromatologia y Zoonosis
1110114000 - 17 Direccion de Salud
1110114000 - 19 Direccion de Inclusion Social
1110114000 - 20 Direccion de Educacion
1110114000 - 26 Coordinacion de Juventud
1110114000 - 28 Direccion de Niñez y Adolescencia
1110114000 - 29 Direccion de Mujeres y Diversidades
1110117000 - 16 Direccion de Seguridad y Proteccion Ciudadan
1110117000 - 17 Subsecretaria de desarrollo Productivo
1110117000 - 18 Direccion de Produccion y Empleo
1110117000 - 19 Direccion de Cultura
1110117000 - 20 Direccion de Turismo
1110117000 - 21 Direccion de Deportes
1110118000 - 20 Fondo Gas Carmen de Areco
1110118000 - 21 Fondo de Infraestructura Vial y de Mejora Amb
1110118000 - 22 Direccion de Ambiente
1110118000 - 23 Direccion de Higiene Urbana
1110118000 - 24 Direccion de Obras Públicas
1110118000 - 25 Direccio de Planeamiento Urbano
Actividades Centrales
Partidas no asignables a programas
Total Departamento Ejecutivo
H.C.D.
Actividades Centrales
Total H.C.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Situacion-Economico-Financiera-Junio.pdf,2,1,1,pdfplumber,2025-09-27T17:03:13.673785,,,,,,,,,,,,,,,,,,,"394.596.969,79
5.019.840.255,59
2.919.113.346,21
4.786.431.100,08
3.436.113.346,21
111.006.125,30",,,,,,"Saldo Inicial:
Ingresos del Período:
Ingresos de Ajustes Contables:
Gastos del Período:
Egresos de Ajustes Contables:
Saldo final:","100000000 ACTIVO
110000000 ACTIVO CORRIENTE
120000000 ACTIVO NO CORRIENTE
200000000 PASIVO
210000000 PASIVO CORRIENTE
220000000 PASIVO NO CORRIENTE
300000000 PATRIMONIO
310000000 PATRIMONIO PUBLICO
311000000 Capital fiscal
312000000 Resultados de la cuenta
corriente
312100000 Resultados de ejercicios
anteriores
312200000 Resultado del ejercicio
312300000 Resultados afectados a
construcción de bienes de
dominio público","4.926.867.714,68
2.291.635.582,50
2.635.232.132,18
-424.075.327,83
-196.560.759,27
-227.514.568,56
-4.502.792.386,85
-4.502.792.386,85
-16.311.591,84
-4.486.480.795,01
-3.030.575.839,99
-1.573.255.118,45
117.350.163,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Situacion-Economico-Financiera-Junio.pdf,2,1,2,pdfplumber,2025-09-27T17:03:13.673802,,,,,,,,,,,,,,,,,,,"21.437.800,38
40.987.759,68
345.725,46
6.161,64
958.945,54
6.304.499,64
399.532,42
1.606.862,38
148.056,44
18.326,75
3.272.285,45
80.063,32
723.349,78
34.716.756,42
111.006.125,30
111.006.125,30",,,,,,"Demostración del Saldo
CAJA
111210117RECURSOS ORDINARIOS (50328/8)
111210201RENTAS GENERALES
111220101FONDO VIVIENDA MUNICIPAL (10041/0)
111220102INMOBILIARIO RURAL AFECTADO (10085/4)
111220107POLICIA COMUNAL (10093/9)
111220109RECURSOS AFECTADOS (10096/0)
111220112PLAN NACER (50008/1)
111220114COPARTICIPACION FONDO EDUCATIVO (50283/4)
111220116FONDO MUNICIPAL DE FORT. SEGURIDAD (50406/9)
111220118S.A.M.O, Sistema de Atención Médica Organizada
(51006/8)
111220203PLAN NACIONAL DE OBRAS MUNICIPALES (88/25)
111220212HABITAT NORTE OBRAS Y VIVIENDA NACION (247/00)
111230101CUENTA DE TERCEROS (10097/7)
Total Disponibilidades:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Situacion-Economico-Financiera-Junio.pdf,3,1,4,pdfplumber,2025-09-27T17:03:13.713933,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61 Servicios de Castraciones (Castraciones)
1110114000 17 Direccion de Salud",800,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Situacion-Economico-Financiera-Junio.pdf,3,1,7,pdfplumber,2025-09-27T17:03:13.713949,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25 Favorecer el funcionamiento de los Establecimientos Educativos.
(cantidad de servicios educativos asistidos)
1110114000 26 Coordinacion de Juventud",120,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
